ID|word|meaning
76|inscription|n.铭文,碑文,题词
77|orchestra|n.管弦乐队
78|quixotic|adj.不切实际的,空想的
79|sever|v.切断,脱离
80|stem|v.阻止,遏制(水流等)
81|substratum|n.基础,地基
82|pretend|v.假装,装扮
83|sack|v.掠夺
84|evanescent|adj.迅速消失的,短暂的
85|atheism|n.无神论,不信神
86|propeller|n.螺旋桨,推进器
87|deportation|n.驱逐出境
88|oversee|v.监督,监视,监管
89|bigot|n.(宗教、政治等的)盲信者,心胸狭窄...
90|epitomize|v.概括,摘要,作为…的缩影
91|conflate|v.合并
92|torrent|n.洪流,急流
93|cytology|n.[生]细胞学
94|toxic|adj.有毒的,毒性的
95|caveat|n.警告,告诫
96|assorted|adj.混杂的
97|efface|v.擦掉,抹去,消除
98|condiment|n.调味品,佐料
99|kangaroo|n.袋鼠
100|span|n.跨度,两个界限间的距离
101|repose|n.&v.躺着休息,安睡
102|meditate|v.沉思,深思,仔细考虑
103|ravenous|adj.饿极了的,贪婪的
104|despoil|v.夺取,抢夺
105|treason|n.叛国罪
106|enervate|v.使虚弱,使无力
107|truant|n.逃学者
108|disarray|n.混乱
109|polymath|n.博学的人,博识者
110|duet|n.二重唱
111|parity|n.平等,同等,平价,价值对等
112|trumpery|n.无价值的杂物,徒有其表的东西
113|favorable|adj.有利的,赞成的
114|pensive|adj.沉思的,忧思的
115|strut|n.支柱
116|deviation|n.背离
117|metaphor|n.隐喻,暗喻,象征
118|irredeemable|adj.无法挽回的
119|repine|v.不满,心中抱怨
120|flair|n.天赋,本领,才华
121|pusillanimous|adj.胆怯的,怯懦的
122|magpie|n.鹊,饶舌的人
123|invertebrate|adj.&n.无脊椎的(动物)
124|sneaking|adj.秘密的,不公开的
125|constituent|n.成分,选区内的选民
126|conundrum|n.(答案有双关意义的)谜语,难题
127|potable|adj.适于饮用的
128|lank|adj.瘦削的,稀疏的,平直的
129|aeronautics|n.航空学
130|implore|v.哀求,恳求,乞求
131|solicit|v.恳求,(妓女)拉客
132|adopt|v.收养,采纳
133|manipulate|v.操纵,控制
134|affiliate|v.加入,联合
135|bland|adj.(人)情绪平稳的,(食物)无味...
136|pendent|adj.吊着的,悬挂的
137|operetta|n.小歌剧
138|bark|n.树皮,犬吠声,似吠声vi....
139|unpremeditated|adj.非预谋的
140|sibilant|adj.发出咝咝声的
141|compulsory|adj.强制性的,命令性的
142|extinguish|v.熄灭,消除
143|charitable|adj.仁慈的,宽厚的
144|mechanism|n.结构,机制
145|apprehend|v.逮捕,恐惧
146|conscript|v.强行征兵,征召
147|chicanery|n.诡计,狡诈
148|repeal|v.废除(法律)
149|shawl|n.(妇女用)披肩
150|blue|adj.忧伤的,沮丧的
151|depression|n.抑郁,消沉
152|tangential|adj.切线的,离题的
153|amorphous|adj.无定形的
154|indecipherable|adj.无法破译的,难辨认的
155|meritorious|adj.值得赞赏的
156|feisty|adj.活跃的,易怒的
157|minaret|n.(清真寺的)光塔
158|queue|n.长队
159|prod|v.刺,捅,激励
160|throng|v.拥挤
161|constitution|n.宪法,体质
162|rescript|n.公告,法令,重抄
163|deference|n.敬重,尊敬
164|petroglyph|n.岩石雕刻,岩石画
165|overthrow|v.推翻,打倒,将…赶下台
166|coax|v.哄诱,巧言诱哄
167|circumlocutor|adj.委婉曲折的,迂回的
168|churl|n.粗鄙之人
169|genealogy|n.家谱学,家谱,宗谱
170|mettle|n.勇气,才能
171|peevish|adj.坏脾气的,易怒的
172|comparison|n.比较,对照,比喻
173|slither|v.(蛇)滑动,扭动前进
174|prosecute|v.起诉,检举,指控
175|imperious|adj.傲慢的,专横的
176|nocturnal|adj.夜晚的,夜间发生的,(动物)夜...
177|gospel|n.福音书,福音,教义,信条
178|molt|n.换羽期,脱毛期
179|denunciate|v.公开指责,公然抨击,谴责
180|patch|n.补丁,一小片(土地)
181|expedient|adj.有利的
182|impulsive|adj.易冲动的,草率的
183|pestle|n.(捣研草药、调料、谷物等的)捣锤,...
184|guru|n.专家,权威,领袖
185|cob|n.玉米棒子,雄天鹅
186|collar|n.衣领,戴在动物颈部的项圈
187|regulate|v.管制,调整
188|concave|adj.凹的
189|anorexia|n.厌食症
190|authenticity|n.确实性,真实性
191|empirical|adj.经验主义的,以经验为依据的
192|beam|n.(房屋等)大梁,光线
193|empiricism|n.经验主义,经验论
194|monotone|adj.单调的
195|aggrandize|v.增大,扩张,吹棒
196|agrarian|adj.土地的
197|configuration|n.结构,配置,轮廓
198|entail|v.使需要,必需
199|provisory|adj.有附带条件的
200|patronage|n.赞助,惠顾
201|deciduous|adj.每年落叶的
202|tribute|n.颂词,贡物
203|anticlimax|n.令人扫兴的结局
204|endorse|v.背书,赞同
205|faze|v.使慌乱,使烦恼
206|bilingual|adj.(说)两种语言的
207|abscond|v.潜逃,逃亡
208|litigation|n.诉讼
209|championship|n.冠军地位,锦标赛
210|perambulate|v.巡视,漫步
211|arrhythmic|adj.无节奏的,心律不齐的
212|constrict|v.压缩,收缩
213|procrustean|adj.强求一致的
214|skim|v.从液体表面撇去,浏览,略读
215|glutinous|adj.黏的,胶状的
216|panache|n.羽饰,派头,神气十足
217|commodity|n.商品
218|chromatic|adj.彩色的,五彩的
219|transcend|v.超越,超出
220|volley|v.齐发,群射,(足球、网球)截击
221|orotund|adj.(声音)宏亮的,(指写作、风格...
222|abject|adj.极可怜的,卑下的
223|noncommittal|adj.不明朗的,不表态的
224|invigorating|adj.使人有精神的,使人健壮的
225|miserly|adj.吝啬的,小气的,极少的
226|intuitive|adj.直觉的
227|molest|v.骚扰,干扰,猥亵
228|headlong|adv.轻率地,快速地,头朝下地
229|cellar|n.地下室,酒窖
230|stint|v.吝惜,节省
231|complicate|v.使某事复杂化
232|staple|n.主要产品
233|collage|n.拼贴画
234|sparing|adj.节俭的
235|formidable|adj.可怕的,艰巨的
236|gnome|n.地精,土地神,矮子
237|gust|n.一阵狂风,(感情的)迸发
238|fulsome|adj.虚伪的,过分恭维的
239|belligerence|n.交战,好战性,斗争性
240|barb|n.(鱼钩的)倒钩,严厉的批评
241|diabetes|n.糖尿病
242|sorcery|n.巫术,魔法
243|emanate|v.散发,流露
244|absorb|v.吸收,同化,吸引…的注意
245|list|v.倾斜
246|deceit|n.欺骗,欺诈
247|toss|v.投,掷,使摇动
248|inimical|adj.不友善的,有害的,不利的
249|specious|adj.似是而非的,华而不实的
250|inexorable|adj.不可阻挡的,不容变更的,无情的
251|promenade|n.散步,散步场所,舞会
252|polemic|n.辩论,论战,争辩术
253|hurricane|n.飓风
254|patrician|n.贵族,豪门子弟
255|royalty|n.版税
256|kiosk|n.售货亭,电话亭
257|garrulity|n.唠叨,饶舌
258|scalding|adj.滚烫的
259|bargain|v.讨价还价
260|prune|v.修剪,修整,删去,削减
261|bumble|v.说话含糊,拙劣地做
262|monotonous|adj.单调乏味的,毫无变化的
263|hoary|adj.(头发)灰白的,古老的
264|aesthetic|adj.美学的,有审美感的
265|reaper|n.收割者
266|perpetuate|v.使永存,使人记住不忘
267|truism|n.不言自明的说法
268|repugnance|n.嫌恶,反感
269|pest|n.害虫,讨厌的人或物
270|benediction|n.祝福,祈祷
271|sensual|adj.肉欲的,淫荡的
272|calibre|n.(枪等)口径,(人或事)品德,才能
273|anaerobic|adj.厌氧的
274|centigrade|adj.百分度的,摄氏温度计的
275|dyslexia|n.阅读障碍
276|gloat|v.幸灾乐祸,洋洋得意
277|bassoon|n.低音管,巴松管
278|insinuate|v.暗指,暗示
279|heed|n.注意,留心
280|farewell|n.辞行,告别
281|strew|v.撒,散播
282|preservative|n.防腐剂
283|sophistry|n.诡辩
284|barefaced|adj.厚颜无耻的,公然的
285|agreeable|adj.令人喜悦的,欣然同意的
286|pertinent|adj.有关的,相关的
287|combat|n.&v.格斗,搏斗
288|marionette|n.牵线木偶
289|ointment|n.油膏,软膏
290|nomad|n.流浪者,游牧部落的人
291|maternal|adj.母性的,母系的,母亲般的
292|fungi|n.菌类,蘑菇,真菌
293|humor|v.纵容,迁就
294|assimilate|v.同化,吸收
295|judiciousness|n.明智
296|hedge|n.树篱,防范措施,防护物
297|aerate|v.充气,让空气进入
298|star|adj.时运不济的
299|imbibe|v.饮,喝(酒),吸收
300|oust|v.驱逐,剥夺,罢黜
301|hector|v.欺凌,威吓
302|stymie|v.妨碍,阻挠
303|cerebral|adj.大脑的,深思的
304|incinerate|v.焚化,火化,烧死
305|personnel|n.(组织中的)人员,职员,人事部门
306|generator|n.发电机,产生者,促使…发生的人
307|digit|n.手指,数字
308|carafe|n.玻璃瓶
309|archetype|n.原型,典型例子
310|quantum|n.量子,定量
311|intercede|v.说好话,代为求情
312|hangdog|adj.面有愧色的,羞愧的
313|impugn|v.指责,对…表示怀疑,质疑
314|slipshod|adj.马虎的,草率的
315|derivative|adj.派生的,无创意的
316|sprain|v.扭伤
317|homeostasis|n.体内平衡,内稳态
318|curtail|v.削减,缩短
319|flamboyant|adj.艳丽的,炫耀的
320|capture|n.战利品
321|hospitable|adj.好客的,热情友好的,(气候,环...
322|aquiline|adj.鹰的,似鹰的,鹰钩状的
323|barrier|n.路障,障碍
324|mawkish|adj.可笑的,淡而无味的,令人讨厌的...
325|rehearse|v.排练,预演,详述
326|projector|n.幻灯机,放映机,投影仪
327|rote|n.死记硬背
328|microbe|n.微生物
329|ramify|v.分支,分叉
330|impede|v.妨碍
331|intumescence|n.肿大,肿胀
332|pitch|v.(船只在海浪中)上下颠簸,纵摇,搭...
333|impassioned|adj.充满激情的,激昂的
334|pylon|n.高压电线架,桥塔
335|sterilize|v.使绝育,杀菌
336|mighty|adj.强有力的,强大的
337|disengage|v.脱离,解开,松开
338|jubilant|adj.喜悦的,欢呼的
339|provender|n.(牛马吃的)草料,粮秣
340|illiterate|adj.文盲的,不会读写的,知之甚少的
341|spark|n.火花,火星
342|acquainted|adj.了解的,熟悉的,认识的,相识的
343|facilities|n.设备,设施
344|miser|n.守财奴,吝啬鬼
345|creep|v.匍匐前进,蹑手蹑脚地移动
346|delude|v.欺骗,哄骗
347|detritus|n.碎屑,狼藉
348|preside|v.担任主席,负责,主持
349|testify|v.见证,证实
350|imperative|adj.必要的,紧急的,极重要的
351|consolidate|v.巩固,(使)坚强,合并
352|bridle|v.抑制,控制
353|priority|n.(时间,序上的)先,前,优先权,当...
354|cane|n.拐杖
355|avid|adj.渴望的
356|avert|v.避免,防止
357|pastel|n.彩色粉笔,彩色粉笔画,彩粉画,轻淡...
358|conference|n.讨论会,协商会
359|cleavage|n.裂缝,分裂
360|gargantuan|adj.巨大的,庞大的
361|dialect|n.方言
362|cosmopolitanism|n.世界性,世界主义
363|prevision|n.先见,预感
364|jubilation|n.欢快,欢庆
365|extinction|n.灭绝,消灭
366|sacrifice|v.献祭,以…为祭品
367|irksome|adj.令人苦恼的,讨厌的
368|gutter|n.水槽,街沟
369|ritual|n.仪式,例行习惯
370|perilous|adj.危险的,冒险的
371|flag|v.减弱,衰退,枯萎
372|legerdemain|n.手法,戏法
373|flirt|v.挑逗,调戏
374|amiss|adv.有毛病地,出差错地
375|slag|n.炉渣,矿渣
376|wage|v.开始,进行(战争,运动)
377|hawk|n.隼,鹰,鹰派人物
378|veer|v.转向,改变方向,改变立场
379|incommensurat|adj.不成比例的,不相称的
380|limerick|n.五行打油诗
381|sermonize|v.说教,讲道
382|augur|v.占卜
383|outgoing|adj.友好的,外向的,即将离职的
384|coarse|adj.粗糙的,低劣的,粗俗的
385|fissile|adj.易分裂的
386|sidle|v.(偷偷地)侧身而行
387|vengeful|adj.报复的,复仇心理的
388|ordnance|n.大炮,军械
389|ostrich|n.鸵鸟,逃避现实的人
390|brochure|n.小册子,说明书
391|corporeal|adj.肉体的,身体的,物质的
392|ramble|n.&v.漫步
393|impale|v.刺入,刺穿
394|foppish|adj.浮华的,俗丽的
395|mandatory|adj.法定的,义务的,强制性的
396|proofread|v.校对
397|malleable|adj.可塑的,有延展性的
398|refurbish|v.刷新,擦亮
399|babble|v.胡言乱语,牙牙学语,喋喋不休
400|windfall|n.被风吹落的果实,意外之财
401|exorcise|v.驱魔,去除(坏念头等)
402|malfunction|n.故障,障碍
403|retrenchment|n.节省,削减
404|hermit|n.隐士,遁世者,小甜饼
405|ready|adj.机敏的,迅速的
406|pertinacious|adj.固执的,坚持的,坚决的
407|intimidate|v.恐吓,胁迫
408|monologue|n.独白,个人长篇演说
409|inertia|n.惰性,怠惰,惯性
410|renown|n.名望,声誉
411|bulge|v.膨胀,鼓起
412|consonance|n.一致,调和,和音
413|seditious|adj.煽动性的
414|suspense|n.悬念,焦虑
415|stasis|n.停滞
416|valedictory|adj.告别的,离别的
417|guileless|adj.厚道的,老实的
418|languish|v.变得消瘦,衰弱
419|baleful|adj.凶恶的,恶意的
420|embrace|v.拥抱,包含
421|entourage|n.随行人员,环境
422|mote|n.尘埃,斑点
423|waste|v.使身体消瘦,消耗
424|spackle|n.填泥料(用以填塞裂缝和洞穴)
425|bizarre|adj.奇异的,古怪的
426|dabble|v.涉猎,浅尝
427|subterfuge|n.诡计,托辞
428|congruous|adj.一致的,符合的,[数]全等的
429|rein|v.控制
430|precocious|adj.早熟的
431|verbatim|adv.逐字地,照字面地
432|deserted|adj.荒芜的,无人居住的的
433|veracious|adj.诚实的
434|enmesh|v.使绊住,使陷入
435|exhume|v.掘出,发掘(尸体)
436|fort|n.要塞,城堡
437|molding|n.成形,铸造,模制
438|vindicate|v.为…辩护,证明…正确
439|histology|n.[生]组织学
440|measly|adj.患麻疹的,微不足道的
441|duplicitous|adj.搞两面派的,奸诈的
442|blackball|v.投反对票以阻止
443|complementary|adj.互补的
444|spleen|n.大发脾气,大怒
445|chasm|n.深渊,大沟,大差别
446|functionary|n.官员,公务员
447|rent|n.裂缝,租金
448|rivet|v.吸引(注意力)
449|reimburse|v.偿还
450|mettlesome|adj.勇敢的,精神饱满的
451|frigidity|n.寒冷,冷淡
452|stifle|v.感到窒息,抑止
453|dormancy|n.休眠
454|omelet|n.煎蛋卷
455|trait|n.人的显著特性
456|reportage|n.报道,报道的消息,报告文学
457|aspire|v.向往,有志于
458|gourmand|n.喜欢吃喝的人,贪吃的人
459|corny|adj.平淡无奇的,乡巴佬的
460|revenge|n.报复,报仇
461|screed|n.冗长的演说,长篇大论的文章
462|legion|n.兵团,众多,大批
463|immunize|v.(常指通过注射疫苗)使免疫
464|multiply|v.乘,增加,繁殖
465|equate|v.认为…相等或相仿
466|court|v.献殷勤,追求
467|ancillary|n.助手
468|filings|n.锉屑
469|convivial|adj.欢乐的,狂欢的
470|stutter|n.&v.口吃,结巴
471|consternation|n.大为吃惊,惊骇
472|falsehood|n.谎言
473|stoop|v.俯身,降低身份
474|formative|adj.形成的,影响发展的
475|ciliate|adj.有纤毛的,有睫毛的
476|tendinous|adj.腱的
477|nausea|n.恶心,呕吐感
478|pulley|n.滑轮,滑车,皮带轮
479|affluent|adj.富裕的,丰富的
480|sedulity|n.勤奋,勤勉
481|thread|n.螺纹
482|ingress|n.进入
483|scooter|n.滑行车,踏板车
484|grin|v.露齿而笑
485|translucent|adj.(半)透明的
486|encapsulate|v.装入胶囊,压缩,概括
487|available|adj.可用的,可得到的
488|conscience|n.良心,是非感
489|emaciation|n.消瘦,衰弱
490|heyday|n.全盛时期
491|altruism|n.利他主义,无私
492|philately|n.集邮
493|convalescent|adj.康复中的
494|perspicacious|adj.敏锐的,有洞察力的
495|cede|v.割让(土地权利),放弃
496|wearisome|adj.使人感到疲倦或厌倦的
497|unrepentant|adj.不悔悟的,不后悔的
498|reiterate|v.重申,反复地说
499|adaptable|adj.有适应能力的,可改编的
500|opaque|adj.不透明的,难懂的
501|laconic|adj.简洁的,简要的
502|castigate|v.惩治,严责
503|incessant|adj.无间断的,连续的
504|stereotype|n.模式化的形象,固定模式
505|lave|v.洗浴,冲刷,如沐春风
506|glare|v.发出眩目光芒,怒目而视
507|fluffy|adj.有绒毛的,松软的
508|nestle|v.使舒适地安顿下来,依偎,(使)置于
509|inventory|n.详细目录,存货清单
510|elated|adj.兴高采烈的,得意洋洋的
511|disjunction|n.分离,分裂
512|laceration|n.撕裂,划伤
513|synchronous|adj.同时的,同步的
514|vessel|n.血管,容器,船只
515|repel|v.击退,使…反感
516|whiff|v.&n.轻吹,轻风
517|derivation|n.发展,起源,词源
518|raspy|adj.(声音)刺耳的,恼人的
519|covert|adj.秘密的,隐密的
520|expository|adj.说明的
521|unmoved|adj.无动于衷的,冷漠的,镇定的
522|settled|adj.固定的
523|malignant|adj.恶毒的,恶意的,恶性的
524|brawny|adj.(人)强壮的
525|patriot|n.爱国者,爱国主义者
526|capricious|adj.变化无常的,任性的
527|piano|n.钢琴
528|swarm|n.(蜜蜂)一群,一群(人)
529|defray|v.支付
530|connoisseur|n.鉴赏家,行家
531|negation|n.否定,否认,反面
532|prorogue|v.使(议会)休会
533|denim|n.粗斜纹棉布,劳动布
534|accomplish|v.完成,做成功
535|velocity|n.速度,迅速
536|tenacity|n.坚持,固执
537|mortification|n.窘迫,屈辱
538|ingratiate|v.迎合,讨好
539|linguistics|n.语言学
540|plangent|adj.轰鸣的,悲哀的
541|abound|v.充满,富于
542|fresco|n.壁画
543|cavity|n.(牙齿等的)洞,腔
544|interdict|v.禁止,切断(补给线)
545|brace|n.支撑物
546|designation|n.指定,名称,任命
547|ponderous|adj.缓慢的,笨拙的,呆板的,冗长乏
548|nefarious|adj.恶毒的,不道德的
549|opine|v.认为,以为
550|potation|n.畅饮,饮料
551|amend|v.修正,通常向更好的方向变化
552|discretion|n.谨慎,慎重
553|gastric|adj.胃的,胃部的
554|context|n.(语句等的)上下文
555|sonnet|n.十四行诗
556|torpid|adj.迟钝的,有气无力的
557|crucial|adj.决定性的,关键的
558|secure|v.固定,使安全,保证
559|unanimous|adj.全体意见一致的
560|maven|n.专家,内行
561|comprehend|v.理解,包括
562|category|n.类别,范畴
563|toupee|n.男用假发
564|extirpation|n.根除,铲除
565|discretionary|adj.自由决定的
566|pharmacology|n.药理学,药物学
567|pique|v.激起,引起(兴趣或好奇心),伤害
568|contain|v.包含,含有,控制,阻止,遏制
569|potboiler|n.粗制滥造的文艺作品
570|blur|v.使…模糊
571|bleach|v.漂白
572|jocund|adj.快乐的,高兴的
573|subdue|v.征服,压制,减轻
574|recipe|n.食谱
575|feminist|n.女权运动者
576|mermaid|n.美人鱼
577|clement|adj.仁慈的,温和的
578|autonomous|adj.自治的
579|lineage|n.家系,血统,世系
580|plane|v.刨,刨平,刨光
581|tarpaulin|n.防水帆布,油布
582|misperceive|v.误解,看错
583|interrogative|adj.疑问的
584|factorable|adj.可分解因子的
585|innate|adj.生来的,天赋的
586|investiture|n.(宗教)任职仪式,授权仪式
587|domicile|n.住处,住所
588|bourgeois|adj.中产阶级的,自私拜物的
589|interrogate|v.审问,审讯
590|mute|n.弱音器
591|drove|n.畜群,人群
592|votary|n.崇拜者,热心支持者
593|banish|v.放逐某人
594|lobby|n.大厅,门厅,游说团体
595|frenetic|adj.发狂似的,狂热的
596|grievance|n.委屈,抱怨,不满
597|mannered|adj.做作的,矫揉造作的
598|externalize|v.使具体化,使外表化
599|commodious|adj.宽敞的
600|mordant|adj.讥讽的,刻薄的
601|hoax|n.骗局,恶作剧
602|lassitude|n.无力,困乏,倦怠
603|gratitude|n.感恩之情,感激
604|clam|n.蛤蜊,蛤肉,守秘密之人
605|diligence|n.勤勉,勤奋
606|maladroit|adj.笨拙的,不老练的
607|appreciable|adj.明显的
608|gustation|n.品尝,味觉
609|penalty|n.刑罚,处罚,点球
610|obtainable|adj.能得到的,可获得的
611|tolerance|n.忍耐(力),容忍,忍受
612|glitter|n.外在的吸引力,小发光物
613|corporate|adj.社团的,共同的
614|reticulation|n.网目,网状
615|impend|v.进行威胁,即将发生
616|nerve|v.使鼓起勇气
617|mobile|adj.易于移动的,(社会)流动性的,
618|soporific|n.安眠药
619|literate|adj.有读写能力的,有文化修养的,通
620|fondle|v.抚弄,抚摸
621|trident|n.三叉戟,三叉鱼叉
622|surcharge|n.附加费
623|prescience|n.预知,先见
624|pantry|n.食品储藏室
625|disfigure|v.使变丑,毁损…的容貌
626|mire|v.使…陷入困境,使…陷入泥坑
627|officious|adj.好管闲事的,爱指手画脚的
628|unobtrusive|adj.不引人注目的
629|capillary|n.毛细血管
630|gorilla|n.大猩猩
631|vaporization|n.蒸发
632|gash|n.深长的伤口,裂缝
633|debilitate|v.使虚弱,使衰弱
634|fusillade|n.(枪炮)齐射,连发
635|numismatic|adj.钱币学的,钱币的
636|fern|n.羊齿植物,蕨
637|snide|adj.讽刺的,刻薄的
638|compromise|v.妥协,危害
639|disabuse|v.打消(某人的)错误念头,纠正
640|resigned|adj.逆来顺受的,顺从的
641|contented|adj.心满意足的
642|cripple|v.(使)残废
643|dome|n.圆顶屋
644|carcinogen|n.致癌物
645|warden|n.看守人,管理员
646|imprecise|adj.不精确的,不准确的
647|amplify|v.放大,详述
648|facile|adj.容易做的,肤浅的
649|sheathe|v.将(刀,剑等)插入鞘
650|anthropoid|n.类人猿
651|mountebank|n.江湖郎中,骗子
652|truce|n.停战,休战(协定)
653|antiquated|adj.陈旧的,过时的
654|puddle|n.水坑,水洼
655|coeval|adj.同年代的
656|ultimate|adj.最后的,最根本的,最重要的
657|torque|n.转矩,扭矩
658|tread|n.脚步声,踏板
659|dictator|n.独裁者
660|pose|v.摆姿势,提出,造成(威胁、危险等)
661|tack|n.大头钉,平头钉
662|buttress|v.支持
663|fraternal|adj.兄弟的,友善的
664|septic|adj.受感染的,腐败的
665|flatter|v.恭维,奉承
666|secular|adj.世俗的,尘世的
667|eclecticism|n.折衷主义
668|prognosticate|v.预测,预示
669|particularize|v.详述,举例说明
670|formula|n.分子式,公式,客套话
671|cynosure|n.注意的焦点
672|badge|n.徽章(如校徽等)
673|wretched|adj.可怜的,痛苦的
674|daft|adj.愚蠢的
675|refresh|v.消除…的疲劳,使精神振作
676|orthodontics|n.正牙学
677|spiritual|adj.精神的
678|confound|v.使迷惑,搞混
679|insipid|adj.乏味的,枯燥的
680|infringe|v.违反,侵犯
681|fastidious|adj.讲究的,挑剔的
682|cavort|v.腾越,欢跃
683|table|v.搁置,不加考虑
684|paean|n.赞美歌,颂歌
685|exculpate|v.开脱,证明无罪
686|innocuous|adj.无害的,无冒犯之意的
687|scrutinize|v.详细检查,细读
688|mime|n.哑剧表演,哑剧(演员)
689|obverse|n.对立面,对应的事物
690|curvaceous|adj.婀娜多姿的,曲线美的
691|terminate|v.终止,结束
692|amoral|adj.与道德无关的
693|lackadaisical|adj.无精打采的,无兴趣的
694|aegis|n.盾,保护,庇护
695|seclude|v.和别人隔离
696|opinionated|adj.固执己见的
697|nestling|n.雏鸟,幼鸟
698|indebted|adj.感激的,感恩的,负债的
699|loathe|v.憎恨,厌恶
700|meager|adj.贫乏的,削瘦的
701|urchin|n.顽童,[动物]海胆
702|deduct|v.减去,扣除,演绎
703|frenzy|n.狂热,狂暴
704|overbearing|adj.专横的,傲慢的
705|attainment|n.成就
706|stouthearted|adj.刚毅的,大胆的
707|trivia|n.琐事,不重要的事情
708|warehouse|n.仓库,货栈
709|berate|v.猛烈责骂
710|annexation|n.并吞,合并
711|corrode|v.腐蚀,侵蚀
712|pestilent|adj.致死的,有害的
713|henpecked|adj.顺从妻子的,惧内的
714|theoretical|adj.不切实际的,理论上的,推想的
715|stocky|adj.矮胖的,粗壮的
716|ineluctable|adj.不可避免的,必然发生的
717|indenture|n.契约,合同
718|confirm|v.证实,证明
719|coagulate|v.使凝结
720|setback|n.挫折
721|lurid|adj.耀眼的,骇人听闻的,耸人听闻的
722|repertoire|n.(剧团等)常备剧目
723|cocoon|n.茧
724|mandate|n.授权,委托,任期,委任
725|scaffold|n.脚手架(造房时搭的架子)
726|marvel|n.奇迹
727|stalemate|n.和棋局面,僵局
728|boast|v.&n.自夸
729|sonata|n.奏鸣曲
730|expand|v.扩大,膨胀
731|rail|v.咒骂,猛烈指责
732|prime|adj.首要的,最好的,优质的
733|chimera|n.神话怪物,幻想
734|avenge|v.为…复仇,为…报仇
735|striated|adj.有条纹的
736|coordinate|adj.同等的
737|denude|v.剥夺,夺去
738|scission|n.切断,分离,分裂
739|descend|v.下来,下降
740|raffle|n.(尤指为公益事业举办的)抽奖售物)
741|compose|v.写,创作,组成
742|wardrobe|n.衣橱,全部服装
743|dummy|n.人体模型,仿制品
744|vaporize|v.(使)蒸发,(使)汽化
745|automation|n.自动装置
746|assiduous|adj.勤勉的,专心的
747|girdle|v.环绕,围绕
748|wiggle|v.扭动,蠕动
749|lease|v.出租
750|chunk|n.短厚块状物,大量
751|sawdust|n.锯屑
752|raillery|n.善意的嘲弄
753|cultivate|v.种植,结交(朋友等)
754|definite|adj.清楚的,明确的
755|dissident|n.持不同政见者
756|plinth|n.柱脚,底座
757|cutlery|n.(刀、叉、匙等)餐具
758|hoe|n.锄头
759|oracular|adj.神谕的,玄妙深奥的
760|perpetual|adj.连续不断的,无尽无休的,永久的
